company_id,company_name,industry,title,reason,expected_impact,estimated_difficulty,ai_automation_potential,priority_score
roofing-07,Lyons Roofing,Roofing,Before / After Gallery,"Before/after photos were not found or not confirmable during this research pass (worth a direct site check) — the single strongest proof format for visually-driven trades like roofing, HVAC, and remodeling.",High,Medium,Medium,1.5
roofing-07,Lyons Roofing,Roofing,Customer Trust Video,No customer testimonial or project video anywhere — video converts better than any other proof format and this business has none.,High,Medium,High,1.5
roofing-07,Lyons Roofing,Roofing,Mobile Optimization,"Mobile-friendliness could not be confirmed during this research pass and should be checked directly (this requires rendering the live page) — most local-service searches happen on a phone, so it's worth verifying first.",High,Medium,Low,1.5
roofing-08,Bill Ragan Roofing Company,Roofing,Homepage Rewrite & Clear CTA,"Homepage lacks a clear call-to-action and/or an About Us section, so first-time visitors can't tell what to do next or who they're hiring.",High,Low,High,3.0
roofing-08,Bill Ragan Roofing Company,Roofing,On-Site Review / Testimonial Section,"Reviews live on Google but are never surfaced on the site itself, so site visitors don't see the reputation the business has already earned.",High,Low,High,3.0
roofing-08,Bill Ragan Roofing Company,Roofing,Quote Form Optimization,No dedicated quote/estimate request form — the highest-intent conversion path on a home-services site is missing.,High,Low,Medium,3.0
roofing-08,Bill Ragan Roofing Company,Roofing,Before / After Gallery,"Before/after photos were not found or not confirmable during this research pass (worth a direct site check) — the single strongest proof format for visually-driven trades like roofing, HVAC, and remodeling.",High,Medium,Medium,1.5
roofing-08,Bill Ragan Roofing Company,Roofing,Customer Trust Video,No customer testimonial or project video anywhere — video converts better than any other proof format and this business has none.,High,Medium,High,1.5
roofing-09,Ace Roofing,Roofing,Homepage Rewrite & Clear CTA,"Homepage lacks a clear call-to-action and/or an About Us section, so first-time visitors can't tell what to do next or who they're hiring.",High,Low,High,3.0
roofing-09,Ace Roofing,Roofing,On-Site Review / Testimonial Section,"Reviews live on Google but are never surfaced on the site itself, so site visitors don't see the reputation the business has already earned.",High,Low,High,3.0
roofing-09,Ace Roofing,Roofing,Quote Form Optimization,No dedicated quote/estimate request form — the highest-intent conversion path on a home-services site is missing.,High,Low,Medium,3.0
roofing-09,Ace Roofing,Roofing,Google Review Generation + Google Posts,Review volume or rating is below the threshold buyers use to filter local providers at a glance.,Medium,Low,Medium,2.0
roofing-09,Ace Roofing,Roofing,Financing Messaging,"No financing/payment plan messaging, which matters for high-ticket jobs like roofs, HVAC systems, and remodels.",Medium,Low,High,2.0
roofing-10,Straight Line Roofing & Construction,Roofing,Homepage Rewrite & Clear CTA,"Homepage lacks a clear call-to-action and/or an About Us section, so first-time visitors can't tell what to do next or who they're hiring.",High,Low,High,3.0
roofing-10,Straight Line Roofing & Construction,Roofing,Quote Form Optimization,No dedicated quote/estimate request form — the highest-intent conversion path on a home-services site is missing.,High,Low,Medium,3.0
roofing-10,Straight Line Roofing & Construction,Roofing,Before / After Gallery,"Before/after photos were not found or not confirmable during this research pass (worth a direct site check) — the single strongest proof format for visually-driven trades like roofing, HVAC, and remodeling.",High,Medium,Medium,1.5
roofing-10,Straight Line Roofing & Construction,Roofing,Customer Trust Video,No customer testimonial or project video anywhere — video converts better than any other proof format and this business has none.,High,Medium,High,1.5
roofing-10,Straight Line Roofing & Construction,Roofing,Mobile Optimization,"Mobile-friendliness could not be confirmed during this research pass and should be checked directly (this requires rendering the live page) — most local-service searches happen on a phone, so it's worth verifying first.",High,Medium,Low,1.5
hvac-01,Carter Comfort Systems,HVAC,Before / After Gallery,"Before/after photos were not found or not confirmable during this research pass (worth a direct site check) — the single strongest proof format for visually-driven trades like roofing, HVAC, and remodeling.",High,Medium,Medium,1.5
hvac-01,Carter Comfort Systems,HVAC,Customer Trust Video,No customer testimonial or project video anywhere — video converts better than any other proof format and this business has none.,High,Medium,High,1.5
hvac-01,Carter Comfort Systems,HVAC,Mobile Optimization,"Mobile-friendliness could not be confirmed during this research pass and should be checked directly (this requires rendering the live page) — most local-service searches happen on a phone, so it's worth verifying first.",High,Medium,Low,1.5
hvac-01,Carter Comfort Systems,HVAC,Team / About Page,No page introduces the actual people doing the work — buyers hiring for their home want to know who's showing up.,Medium,Medium,Medium,1.0
hvac-01,Carter Comfort Systems,HVAC,Social Video Presence (Instagram/TikTok),No presence on the two platforms where homeowners increasingly discover local contractors through short-form video.,Medium,Medium,High,1.0
hvac-02,River City Heating & Air,HVAC,Before / After Gallery,"Before/after photos were not found or not confirmable during this research pass (worth a direct site check) — the single strongest proof format for visually-driven trades like roofing, HVAC, and remodeling.",High,Medium,Medium,1.5
hvac-02,River City Heating & Air,HVAC,Customer Trust Video,No customer testimonial or project video anywhere — video converts better than any other proof format and this business has none.,High,Medium,High,1.5
hvac-02,River City Heating & Air,HVAC,Mobile Optimization,"Mobile-friendliness could not be confirmed during this research pass and should be checked directly (this requires rendering the live page) — most local-service searches happen on a phone, so it's worth verifying first.",High,Medium,Low,1.5
hvac-02,River City Heating & Air,HVAC,Team / About Page,No page introduces the actual people doing the work — buyers hiring for their home want to know who's showing up.,Medium,Medium,Medium,1.0
hvac-02,River City Heating & Air,HVAC,FAQ Page,"No FAQ section to pre-empt common objections (cost, timeline, process), leaving buyers to call and ask or bounce.",Low,Low,High,1.0
hvac-03,Advantage Air Mechanical,HVAC,Google Review Generation + Google Posts,Review volume or rating is below the threshold buyers use to filter local providers at a glance.,Medium,Low,Medium,2.0
hvac-03,Advantage Air Mechanical,HVAC,Before / After Gallery,"Before/after photos were not found or not confirmable during this research pass (worth a direct site check) — the single strongest proof format for visually-driven trades like roofing, HVAC, and remodeling.",High,Medium,Medium,1.5
hvac-03,Advantage Air Mechanical,HVAC,Customer Trust Video,No customer testimonial or project video anywhere — video converts better than any other proof format and this business has none.,High,Medium,High,1.5
hvac-03,Advantage Air Mechanical,HVAC,Mobile Optimization,"Mobile-friendliness could not be confirmed during this research pass and should be checked directly (this requires rendering the live page) — most local-service searches happen on a phone, so it's worth verifying first.",High,Medium,Low,1.5
hvac-03,Advantage Air Mechanical,HVAC,Team / About Page,No page introduces the actual people doing the work — buyers hiring for their home want to know who's showing up.,Medium,Medium,Medium,1.0
hvac-04,Harker Heating & Cooling,HVAC,Before / After Gallery,"Before/after photos were not found or not confirmable during this research pass (worth a direct site check) — the single strongest proof format for visually-driven trades like roofing, HVAC, and remodeling.",High,Medium,Medium,1.5
hvac-04,Harker Heating & Cooling,HVAC,Customer Trust Video,No customer testimonial or project video anywhere — video converts better than any other proof format and this business has none.,High,Medium,High,1.5
hvac-04,Harker Heating & Cooling,HVAC,Mobile Optimization,"Mobile-friendliness could not be confirmed during this research pass and should be checked directly (this requires rendering the live page) — most local-service searches happen on a phone, so it's worth verifying first.",High,Medium,Low,1.5
hvac-04,Harker Heating & Cooling,HVAC,Team / About Page,No page introduces the actual people doing the work — buyers hiring for their home want to know who's showing up.,Medium,Medium,Medium,1.0
hvac-04,Harker Heating & Cooling,HVAC,Case Studies,"No detailed project write-ups — case studies convert higher-consideration buyers who want specifics, not just photos.",Medium,Medium,Medium,1.0
hvac-05,Horizon Homes,HVAC,Google Review Generation + Google Posts,Review volume or rating is below the threshold buyers use to filter local providers at a glance.,Medium,Low,Medium,2.0
hvac-05,Horizon Homes,HVAC,Before / After Gallery,"Before/after photos were not found or not confirmable during this research pass (worth a direct site check) — the single strongest proof format for visually-driven trades like roofing, HVAC, and remodeling.",High,Medium,Medium,1.5
hvac-05,Horizon Homes,HVAC,Customer Trust Video,No customer testimonial or project video anywhere — video converts better than any other proof format and this business has none.,High,Medium,High,1.5
hvac-05,Horizon Homes,HVAC,Mobile Optimization,"Mobile-friendliness could not be confirmed during this research pass and should be checked directly (this requires rendering the live page) — most local-service searches happen on a phone, so it's worth verifying first.",High,Medium,Low,1.5
hvac-05,Horizon Homes,HVAC,Team / About Page,No page introduces the actual people doing the work — buyers hiring for their home want to know who's showing up.,Medium,Medium,Medium,1.0
remodeling-01,Catalyst Construction & Kitchen Remodeling,Remodeling,Homepage Rewrite & Clear CTA,"Homepage lacks a clear call-to-action and/or an About Us section, so first-time visitors can't tell what to do next or who they're hiring.",High,Low,High,3.0
remodeling-01,Catalyst Construction & Kitchen Remodeling,Remodeling,Quote Form Optimization,No dedicated quote/estimate request form — the highest-intent conversion path on a home-services site is missing.,High,Low,Medium,3.0
remodeling-01,Catalyst Construction & Kitchen Remodeling,Remodeling,Google Review Generation + Google Posts,Review volume or rating is below the threshold buyers use to filter local providers at a glance.,Medium,Low,Medium,2.0
remodeling-01,Catalyst Construction & Kitchen Remodeling,Remodeling,Financing Messaging,"No financing/payment plan messaging, which matters for high-ticket jobs like roofs, HVAC systems, and remodels.",Medium,Low,High,2.0
remodeling-01,Catalyst Construction & Kitchen Remodeling,Remodeling,Before / After Gallery,"Before/after photos were not found or not confirmable during this research pass (worth a direct site check) — the single strongest proof format for visually-driven trades like roofing, HVAC, and remodeling.",High,Medium,Medium,1.5
remodeling-02,New Creations Custom Kitchen and Bath,Remodeling,Homepage Rewrite & Clear CTA,"Homepage lacks a clear call-to-action and/or an About Us section, so first-time visitors can't tell what to do next or who they're hiring.",High,Low,High,3.0
remodeling-02,New Creations Custom Kitchen and Bath,Remodeling,Quote Form Optimization,No dedicated quote/estimate request form — the highest-intent conversion path on a home-services site is missing.,High,Low,Medium,3.0
remodeling-02,New Creations Custom Kitchen and Bath,Remodeling,Google Review Generation + Google Posts,Review volume or rating is below the threshold buyers use to filter local providers at a glance.,Medium,Low,Medium,2.0
remodeling-02,New Creations Custom Kitchen and Bath,Remodeling,Financing Messaging,"No financing/payment plan messaging, which matters for high-ticket jobs like roofs, HVAC systems, and remodels.",Medium,Low,High,2.0
remodeling-02,New Creations Custom Kitchen and Bath,Remodeling,Warranty & Certification Badges,"Warranty and/or certification/association membership isn't communicated, leaving a credibility gap versus competitors who display it.",Medium,Low,High,2.0
remodeling-03,Carolina Home Remodeling,Remodeling,Homepage Rewrite & Clear CTA,"Homepage lacks a clear call-to-action and/or an About Us section, so first-time visitors can't tell what to do next or who they're hiring.",High,Low,High,3.0
remodeling-03,Carolina Home Remodeling,Remodeling,Quote Form Optimization,No dedicated quote/estimate request form — the highest-intent conversion path on a home-services site is missing.,High,Low,Medium,3.0
remodeling-03,Carolina Home Remodeling,Remodeling,Google Review Generation + Google Posts,Review volume or rating is below the threshold buyers use to filter local providers at a glance.,Medium,Low,Medium,2.0
remodeling-03,Carolina Home Remodeling,Remodeling,Before / After Gallery,"Before/after photos were not found or not confirmable during this research pass (worth a direct site check) — the single strongest proof format for visually-driven trades like roofing, HVAC, and remodeling.",High,Medium,Medium,1.5
remodeling-03,Carolina Home Remodeling,Remodeling,Customer Trust Video,No customer testimonial or project video anywhere — video converts better than any other proof format and this business has none.,High,Medium,High,1.5
remodeling-04,Mark Hammer Construction LTD,Remodeling,Homepage Rewrite & Clear CTA,"Homepage lacks a clear call-to-action and/or an About Us section, so first-time visitors can't tell what to do next or who they're hiring.",High,Low,High,3.0
remodeling-04,Mark Hammer Construction LTD,Remodeling,Quote Form Optimization,No dedicated quote/estimate request form — the highest-intent conversion path on a home-services site is missing.,High,Low,Medium,3.0
remodeling-04,Mark Hammer Construction LTD,Remodeling,Google Review Generation + Google Posts,Review volume or rating is below the threshold buyers use to filter local providers at a glance.,Medium,Low,Medium,2.0
remodeling-04,Mark Hammer Construction LTD,Remodeling,Financing Messaging,"No financing/payment plan messaging, which matters for high-ticket jobs like roofs, HVAC systems, and remodels.",Medium,Low,High,2.0
remodeling-04,Mark Hammer Construction LTD,Remodeling,Warranty & Certification Badges,"Warranty and/or certification/association membership isn't communicated, leaving a credibility gap versus competitors who display it.",Medium,Low,High,2.0
remodeling-05,Crystal Kitchen + Bath,Remodeling,Homepage Rewrite & Clear CTA,"Homepage lacks a clear call-to-action and/or an About Us section, so first-time visitors can't tell what to do next or who they're hiring.",High,Low,High,3.0
remodeling-05,Crystal Kitchen + Bath,Remodeling,Quote Form Optimization,No dedicated quote/estimate request form — the highest-intent conversion path on a home-services site is missing.,High,Low,Medium,3.0
remodeling-05,Crystal Kitchen + Bath,Remodeling,Google Review Generation + Google Posts,Review volume or rating is below the threshold buyers use to filter local providers at a glance.,Medium,Low,Medium,2.0
remodeling-05,Crystal Kitchen + Bath,Remodeling,Financing Messaging,"No financing/payment plan messaging, which matters for high-ticket jobs like roofs, HVAC systems, and remodels.",Medium,Low,High,2.0
remodeling-05,Crystal Kitchen + Bath,Remodeling,Warranty & Certification Badges,"Warranty and/or certification/association membership isn't communicated, leaving a credibility gap versus competitors who display it.",Medium,Low,High,2.0
